"area";"serviço";"valor_reais";"horas_estimadas"
"Tabela de diligências – advogada/advogado correspondente";"Audiência de instrução em qualquer área como advogada/advogado ou representante";"1078,49";"1,24"
"Tabela de diligências – advogada/advogado correspondente";"Acompanhamento a cliente em repartição policial por ato";"924,43";"1,06"
"Tabela de diligências – advogada/advogado correspondente";"Despacho com juiz ou chefe de secretaria";"539,25";"0,62"
"Tabela de diligências – advogada/advogado correspondente";"Despacho em qualquer órgão público";"539,25";"0,62"
"Tabela de diligências – advogada/advogado correspondente";"Acompanhamento a clientes em exames periciais";"924,43";"1,06"
"Tabela de diligências – advogada/advogado correspondente";"Requerimentos de certidões ou qualquer outro documento e envio";"308,13";"0,35"
"Tabela de diligências – advogada/advogado correspondente";"Retirada/levantamento, envio de alvará";"308,13";"0,35"
"Tabela de diligências – advogada/advogado correspondente";"Acompanhamento de busca e apreensão de veículo ou outros bens";"770,35";"0,89"
"Tabela de diligências – advogada/advogado correspondente";"Extração de cópia de autos (até 100 copias)";"154,08";"0,18"
"Tabela de diligências – advogada/advogado correspondente";"Digitalização dos autos";"154,08";"0,18"
"Tabela de diligências – advogada/advogado correspondente";"Acompanhamento de movimentação processual (processo físico ou PJE)";"462,21";"0,53"
"Tabela de diligências – advogada/advogado correspondente";"Distribuição de carta precatória";"231,10";"0,27"
"Tabela de diligências – advogada/advogado correspondente";"Preenchimento de guias e pagamentos de custas";"231,10";"0,27"
"Atendimento virtual / eletrônico";"Para o trabalho desenvolvido virtual/eletronicamente, serão cobrados os mesmos honorários anteriormente previstos.";"";""
"Atividades em assessoria jurídica em métodos autocompositivos (*)";"Consulta genérica acerca dos benefícios e características da utilização dos métodos autocompositivos de solução de conflitos";"492,66";"0,57"
"Atividades em assessoria jurídica em métodos autocompositivos (*)";"Consulta para identificação do método autocompositivo adequado à solução do conflito, observando o caso concreto com análise detalhada de documentos";"1055,70";"1,21"
"Atividades em assessoria jurídica em métodos autocompositivos (*)";"Hora técnica e intelectual para análise dos elementos do conflito e assessoria jurídico-estratégica";"793,90";"0,91"
"Atividades em assessoria jurídica em métodos autocompositivos (*)";"Acompanhamento em sessão ou reunião de Práticas Colaborativas, Mediação, Conciliação, Negociação ou qualquer método autocompositivo (por ato)";"2222,92";"2,56"
"Atividades em assessoria jurídica em métodos autocompositivos (*)";"Elaboração e/ou revisão de Termo de Acordo total ou parcial resultante do encerramento de Práticas Colaborativas, Mediação, Conciliação, Negociação ou qualquer método autocompositivo";"4504,37";"5,18"
"Atividades em assessoria jurídica em métodos autocompositivos (*)";"Requerimento de homologação de acordo realizado em esfera extrajudicial perante o Poder Judiciário";"3764,42";"4,33"
"Atividades em assessoria jurídica em métodos autocompositivos (*)";"Assessoria jurídica exclusivamente para procedimento de método autocompositivo de solução de conflitos, especialmente Práticas Colaborativas, Mediação, Conciliação e Negociação, em qualquer matéria, considerando todas as etapas";"9034,61";"10,40"
"Tutela protetiva dos direitos da criança e do adolescente";"Acompanhamento do adolescente em delegacia especializada";"2294,07";"2,64"
"Tutela protetiva dos direitos da criança e do adolescente";"Audiência de oitiva informal perante o Ministério Público (audiência do art. 179 do Estatuto da Criança e do Adolescente)";"6690,99";"7,70"
"Tutela protetiva dos direitos da criança e do adolescente";"Pedido de revogação de internação provisória";"8985,03";"10,34"
"Tutela protetiva dos direitos da criança e do adolescente";"Habeas corpus no horário de expediente";"18161,24";"20,90"
"Tutela protetiva dos direitos da criança e do adolescente";"Habeas corpus perante plantão";"26763,94";"30,80"
"Defesa técnica em execução de medidas socioeducativas";"Acompanhamento da formulação do Plano Individual de Atendimento";"8985,03";"10,34"
"Defesa técnica em execução de medidas socioeducativas";"Impugnação ao Plano Individual de Atendimento";"8985,03";"10,34"
"Defesa técnica em execução de medidas socioeducativas";"Audiência de reavaliação de medida socioeducativa";"8985,03";"10,34"
"Defesa técnica em execução de medidas socioeducativas";"Defesa em procedimento de aplicação de sanção disciplinar a adolescente submetido a medida de internação";"8985,03";"10,34"
"Defesa técnica em execução de medidas socioeducativas";"Pedido incidental (revogação, unificação ou substituição de medida socioeducativa)";"8985,03";"10,34"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Adoção internacional";"18161,24";"20,90"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Adoção nacional (SNA)";"9558,53";"11,00"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Adoção nacional direta (intuitu personae) com anuência dos genitores, estando estes falecidos, suspensos ou destituídos do poder familiar";"9558,53";"11,00"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Adoção nacional direta (intuitu personae) cumulada com destituição do poder familiar";"9558,53";"11,00"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Habilitação de pretendentes à adoção";"9558,53";"11,00"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Tutela ou curatela";"11470,26";"13,20"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Ação de colocação em família substituta nas modalidades guarda e tutela";"9558,53";"11,00"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Defesa dos genitores em caso de destituição do poder familiar";"6690,99";"7,70"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Defesa do tutor ou do guardião legal em caso de perda ou modificação da tutela ou guarda";"6690,99";"7,70"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Ação de danos materiais e morais decorrente de desistência do pretendente em relação à guarda para fins de adoção ou a devolução da criança ou do adolescente depois do trânsito em julgado da sentença de adoção";"16249,55";"18,70"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Reconhecimento voluntário da paternidade perante o oficial de registro civil das pessoas naturais (Provimento nº 83/2019 do CNJ)";"1338,19";"1,54"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Reconhecimento de dupla maternidade/paternidade";"6882,15";"7,92"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Ação negatória de paternidade";"6882,15";"7,92"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Suspensão do poder familiar";"16249,55";"18,70"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Renúncia ao poder familiar";"16249,55";"18,70"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Emancipação ou suprimento";"6690,99";"7,70"
"Procedimentos referentes ao direito à convivência familiar e comunitária";"Ação autônoma ou incidental de alienação parental (conforme previsto no art. 4° da Lei nº 12.318/2010)";"6690,99";"7,70"
"Procedimentos relativos a ações coletivas e outros procedimentos especiais previstos no estatuto da criança e do adolescente";"Representação de entidade em ação civil pública";"19117,10";"22,00"
"Procedimentos relativos a ações coletivas e outros procedimentos especiais previstos no estatuto da criança e do adolescente";"Mandado de segurança e ação ordinária c/c preceito cominatório visando a direito fundamental (educação, saúde etc.)";"7646,85";"8,80"
"Procedimentos relativos a ações coletivas e outros procedimentos especiais previstos no estatuto da criança e do adolescente";"Defesa em procedimento relativo à imputação de irregularidades em entidades de atendimento e em procedimento relativo à aplicação de penalidades administrativas nos casos de infrações contra norma de proteção à criança ou ao adolescente";"3441,09";"3,96"
"Outras ações judiciais, conforme art. 148, parágrafo único, do estatuto da criança e do adolescente (situação de risco)";"Ação visando a suprimento de capacidade ou ao consentimento para o casamento";"6690,99";"7,70"
"Outras ações judiciais, conforme art. 148, parágrafo único, do estatuto da criança e do adolescente (situação de risco)";"Pedidos baseados em discordância paterna ou materna, em relação ao exercício do poder familiar (inclusa a autorização de viagem)";"6690,99";"7,70"
"Outras ações judiciais, conforme art. 148, parágrafo único, do estatuto da criança e do adolescente (situação de risco)";"Emancipação";"4779,28";"5,50"
"Outras ações judiciais, conforme art. 148, parágrafo único, do estatuto da criança e do adolescente (situação de risco)";"Ação de alimentos";"2867,56";"3,30"
"Outras ações judiciais, conforme art. 148, parágrafo único, do estatuto da criança e do adolescente (situação de risco)";"Retificação de registro civil";"4779,28";"5,50"
"Outras ações judiciais, conforme art. 148, parágrafo único, do estatuto da criança e do adolescente (situação de risco)";"Retirada de crianças e adolescentes de local que ameace ou viole seus direitos, ou busca e apreensão de bens";"6690,99";"7,70"
"Curadoria especial e representação direta/imediata de interesses de crianças e adolescentes quando seus interesses colidirem com os de seus pais ou responsável, ou quando carecer de representação ou assistência legal ainda que eventual";"Curadoria especial de genitores ou responsáveis legais (guardiões ou tutores legais)";"11470,27";"13,20"
"Curadoria especial e representação direta/imediata de interesses de crianças e adolescentes quando seus interesses colidirem com os de seus pais ou responsável, ou quando carecer de representação ou assistência legal ainda que eventual";"Curadoria especial ou Advocacia em nome de interesse manifesto de criança ou adolescente que não corresponda aos interesses de seus genitores, tutores ou guardiões";"4779,28";"5,50"
"Curadoria especial e representação direta/imediata de interesses de crianças e adolescentes quando seus interesses colidirem com os de seus pais ou responsável, ou quando carecer de representação ou assistência legal ainda que eventual";"Violência doméstica";"11470,27";"13,20"
"Curadoria especial e representação direta/imediata de interesses de crianças e adolescentes quando seus interesses colidirem com os de seus pais ou responsável, ou quando carecer de representação ou assistência legal ainda que eventual";"Justiça Restaurativa";"15676,02";"18,04"
"Atuação junto ao conselho tutelar";"Defesa em procedimento contencioso junto ao Conselho Tutelar, conforme Resolução nº 170/2012 do Conselho Nacional dos Direitos da Criança e do Adolescente (Conanda)";"11470,27";"13,20"
"Atuação junto ao conselho tutelar";"Pedido à autoridade judiciária de revisão de deliberação do Conselho Tutelar (art. 137 do Estatuto da Criança e do Adolescente)";"11470,27";"13,20"
"Defesa de direitos de crianças e adolescentes perante tribunais";"Agravo ou contrarrazões em procedimento de apuração de ato infracional ou execução de medidas socioeducativas";"13381,97";"15,40"
"Defesa de direitos de crianças e adolescentes perante tribunais";"Agravo ou contrarrazões em procedimentos não relativos a atos infracionais";"6690,99";"7,70"
"Defesa de direitos de crianças e adolescentes perante tribunais";"Apelação ou contrarrazões em procedimento de apuração de ato infracional ou execução de medidas socioeducativas";"13381,97";"15,40"
"Defesa de direitos de crianças e adolescentes perante tribunais";"Apelação ou contrarrazões em procedimentos não relativos a atos infracionais";"8985,04";"10,34"
"Defesa de direitos de crianças e adolescentes perante tribunais";"Memoriais em procedimento de apuração de ato infracional ou execução de medidas socioeducativas";"6690,99";"7,70"
"Defesa de direitos de crianças e adolescentes perante tribunais";"Memoriais em procedimentos não relativos a atos infracionais";"6690,99";"7,70"
"Defesa de direitos de crianças e adolescentes perante tribunais";"Sustentação oral em procedimentos referentes à apuração de ato infracional e em procedimentos não relativos a atos infracionais";"9558,54";"11,00"
"Atividades em matéria trabalhista/cível";"Obtenção de alvará judicial para trabalho infantil artístico";"6690,99";"7,70"
"Atividades em matéria trabalhista/cível";"Elaboração de contrato cível para atuação de gamers";"5423,29";"6,24"
"Atividades em matéria trabalhista/cível";"Elaboração de contrato cível para trabalho infantil artístico em mídias tradicionais";"5423,29";"6,24"
"Atividades em matéria trabalhista/cível";"Elaboração de contrato cível envolvendo publicidade comercial em mídias tradicionais";"5423,29";"6,24"
"Atividades em matéria trabalhista/cível";"""Elaboração de contrato cível envolvendo publicidade comercial na internet/redes";"5423,29";"6,24"
"Atividades em matéria trabalhista/cível";"sociais/plataformas digitais""";"3823,42";"4,40"
"Atividades em matéria trabalhista/cível";"Elaboração de parecer sobre cumprimento de cota de aprendizagem";"1911,70";"2,20"
"Direito condominial";"Assessoria e Consultoria mensal especializada (até 100 unidades):";"1545,51";"1,78"
"Direito condominial";"Consulta âmbito condominial";"875,64";"1,01"
"Direito condominial";"Cobrança extrajudicial de cotas condominiais/multas";"";""
"Direito condominial";"Elaboração/alteração de Convenção ou Estatuto";"10945,50";"12,60"
"Direito condominial";"Elaboração/alteração de Regimento Interno de associação ou condomínio";"10945,50";"12,60"
"Direito condominial";"Participação e assessoria ao condomínio em assembleia ou reunião";"1587,10";"1,83"
"Direito condominial";"Ação de Prestação de contas";"6348,39";"7,31"
"Direito condominial";"Ação de restituição de valores";"4159,29";"4,79"
"Direito condominial";"Ação de impugnação de assembleia";"5691,66";"6,55"
"Direito condominial";"Ação impugnação de assembleia c/c pedido de liminar";"7114,58";"8,19"
"Direito condominial";"Ação de vícios construtivos";"16418,25";"18,89"
"Direito condominial";"Ação de antecipação de provas (vícios construtivos)";"10945,50";"12,60"
"Direito condominial";"Ação exclusão de condômino antissocial";"16418,25";"18,89"
"Direito condominial";"Ação defesa do (a) síndico (a)";"6567,30";"7,56"
"Direito condominial";"Ação indenizatória (favorável ou contra gestão)";"6567,30";"7,56"
"Atividades em matéria de privacidade e proteção de dados";"Mapeamento de dados pessoais (por processo)";"492,55";"0,57"
"Atividades em matéria de privacidade e proteção de dados";"Elaboração de políticas ou procedimento (por política/procedimento)";"3562,76";"4,10"
"Atividades em matéria de privacidade e proteção de dados";"Elaboração de Relatório de Impacto à Proteção de Dados Pessoais (DPIA)";"8001,16";"9,21"
"Atividades em matéria de privacidade e proteção de dados";"Avaliação do Legítimo Interesse (LIA)";"2850,21";"3,28"
"Atividades em matéria de privacidade e proteção de dados";"Elaboração de plano de atendimento aos titulares de dados";"4987,87";"5,74"
"Atividades em matéria de privacidade e proteção de dados";"Elaboração do Plano de Resposta a Incidentes com Dados Pessoais";"7125,52";"8,20"
"Atividades em matéria de privacidade e proteção de dados";"Suporte e orientação para aplicação do Privacy by Design, por produto, serviço ou solução";"4987,87";"5,74"
"Atividades em matéria de privacidade e proteção de dados";"Elaboração do programa de governança em proteção de dados pessoais";"11400,84";"13,12"
"Atividades em matéria de privacidade e proteção de dados";"Elaboração de termo de consentimento (padrão, dados sensíveis, dados de crianças e adolescentes e idosos) (valor por termo)";"1532,37";"1,76"
"Atividades em matéria de privacidade e proteção de dados";"Análise dos processos internos da empresa e proposição de recomendações de melhorias (GAP Analysis) (por processo)";"492,55";"0,57"
"Atividades em matéria de privacidade e proteção de dados";"Revisão e/ou atualização de políticas e procedimentos já existentes na empresa (por política/procedimento)";"2850,21";"3,28"
"Atividades em matéria de privacidade e proteção de dados";"Elaboração da comunicação de incidente à ANPD / titulares de dados, e demais tipos de notificações necessárias (imprensa, mercado, órgãos administrativos, etc.).";"4987,87";"5,74"
"Atividades em matéria de privacidade e proteção de dados";"Resposta à ofício da ANPD e outros órgãos competentes";"2850,21";"3,28"
"Atividades em matéria de privacidade e proteção de dados";"Resposta a requisição do titular de dados pessoais, por requisição";"766,19";"0,88"
"Atividades em matéria de privacidade e proteção de dados";"Treinamento, palestras, workshops (por evento)";"7125,52";"8,20"
"Atividades em matéria de privacidade e proteção de dados";"Revisão e atualização de inventário de dados pessoais (por processo)";"383,09";"0,44"
"Atividades em matéria de privacidade e proteção de dados";"Elaboração de tabela de temporalidade para retenção de dados pessoais";"4987,87";"5,74"
"Atividades em matéria de privacidade e proteção de dados";"Elaboração de documentação para formalização do cargo de Encarregado pelo Tratamento de Dados Pessoais";"1532,37";"1,76"
"Atividades em matéria de privacidade e proteção de dados";"Análise de aspectos de privacidade e proteção de dados em contratos, por contrato";"3502,56";"4,03"
"Atividades em matéria de privacidade e proteção de dados";"Suporte na gestão de incidentes com dados pessoais (o processo de comunicação à ANPD, titulares e autoridades competentes não está inclusa neste tópico)";"";""
"Atividades em matéria de privacidade e proteção de dados";"- para agentes de tratamento de pequeno porte, por incidente";"9211,74";"10,60"
"Atividades em matéria de privacidade e proteção de dados";"- para demais agentes de tratamento de dados, por incidente";"25629,99";"29,50"
"Atividades em matéria de privacidade e proteção de dados";"- na hipótese de contratação por carga horária (por hora)";"997,68";"1,15"
"Atividades em matéria de privacidade e proteção de dados";"Avaliação de aspectos de proteção de dados pessoais na contratação e/ou gestão de terceiros envolvidos no compartilhamento de dados, por avaliação.";"3562,76";"4,10"
"Atividades em matéria de privacidade e proteção de dados";"Parecer / consultoria e outros trabalhos não especificados - para agentes de tratamento de pequeno porte";"4987,87";"5,74"
"Atividades em matéria de privacidade e proteção de dados";"Parecer / consultoria e outros trabalhos não especificados - para demais agentes de tratamento de dados";"7125,52";"8,20"
"Atividades em matéria de privacidade e proteção de dados";"Atuação como DPO as a Service - por hora";"997,57";"1,15"
"Atividades em matéria de privacidade e proteção de dados";"Parecer / consultoria e outros trabalhos não especificados:";"8001,16";"9,21"
"Atividades em matéria de privacidade e proteção de dados";"- para agentes de tratamento de pequeno porte";"8001,16";"9,21"
"Atividades em matéria de privacidade e proteção de dados";"- para demais agentes de tratamento de dados";"5177,22";"5,96"
"Atividades em matéria de privacidade e proteção de dados";"Procedimento ou defesa administrativa nas demais instâncias como mandatário do titular de dados";"5177,22";"5,96"
"Atividades em matéria de privacidade e proteção de dados";"Defesa dos interesses do controlador";"10288,77";"11,84"
"Atividades em matéria de privacidade e proteção de dados";"Defesa dos interesses do titular de dados";"5700,42";"6,56"
